INFO: Start processing file: data_b1.txt
ERROR: Faulty record in data_b1.txt: 31258.843z91
ERROR: Faulty record in data_b1.txt: 4459.05P1
ERROR: Faulty record in data_b1.txt: 19259.00586C64
ERROR: Faulty record in data_b1.txt: 22521.99r79
ERROR: Faulty record in data_b1.txt: 51416.0491a56
ERROR: Faulty record in data_b1.txt: 28670.298a12
ERROR: Faulty record in data_b1.txt: 28613.5666U72
ERROR: Faulty record in data_b1.txt: 6923.5187M39
ERROR: Faulty record in data_b1.txt: 45864.206119W51
ERROR: Faulty record in data_b1.txt: 48229.288f66
ERROR: Faulty record in data_b1.txt: 16592.9087s58
ERROR: Faulty record in data_b1.txt: 27806.4923x90
ERROR: Faulty record in data_b1.txt: 14477.28595a5
ERROR: Faulty record in data_b1.txt: 14258.8659b12
ERROR: Faulty record in data_b1.txt: 42885.342914l72
ERROR: Faulty record in data_b1.txt: 7018.11386B26
ERROR: Faulty record in data_b1.txt: 7654.32c4
ERROR: Faulty record in data_b1.txt: 11628.7793Q36
ERROR: Faulty record in data_b1.txt: 27351.79769L23
ERROR: Faulty record in data_b1.txt: 12260.787c67
ERROR: Faulty record in data_b1.txt: 13950.187957h2
ERROR: Faulty record in data_b1.txt: 51893.05I69
ERROR: Faulty record in data_b1.txt: 1630.0706B98
ERROR: Faulty record in data_b1.txt: 15774.85476L22
ERROR: Faulty record in data_b1.txt: 19713.90267U78
ERROR: Faulty record in data_b1.txt: 16042.091433f83
ERROR: Faulty record in data_b1.txt: 33571.420876c6
ERROR: Faulty record in data_b1.txt: 52429.308i9
ERROR: Faulty record in data_b1.txt: 31600.62956h11
ERROR: Faulty record in data_b1.txt: 22986.8891m89
ERROR: Faulty record in data_b1.txt: 8179.66913G47
ERROR: Faulty record in data_b1.txt: 8471.009612K35
ERROR: Faulty record in data_b1.txt: 9157.73G3
ERROR: Faulty record in data_b1.txt: 34569.11X69
ERROR: Faulty record in data_b1.txt: 31320.168s34
ERROR: Faulty record in data_b1.txt: 19106.7893p18
ERROR: Faulty record in data_b1.txt: 7188.739911J33
ERROR: Faulty record in data_b1.txt: 18108.919618O92
ERROR: Faulty record in data_b1.txt: 1206.577766z26
ERROR: Faulty record in data_b1.txt: 18736.1G62
ERROR: Faulty record in data_b1.txt: 31711.116D92
ERROR: Faulty record in data_b1.txt: 22324.793389r19
ERROR: Faulty record in data_b1.txt: 26682.144561i84
ERROR: Faulty record in data_b1.txt: 35541.236787a73
ERROR: Faulty record in data_b1.txt: 1071.9713q32
ERROR: Faulty record in data_b1.txt: 20038.499541x46
ERROR: Faulty record in data_b1.txt: 17415.57A44
ERROR: Faulty record in data_b1.txt: 20126.531B39
ERROR: Faulty record in data_b1.txt: 781.87t9
ERROR: Faulty record in data_b1.txt: 1334.69p43
ERROR: Faulty record in data_b1.txt: 40696.26856f67
ERROR: Faulty record in data_b1.txt: 19051.6022x53
ERROR: Faulty record in data_b1.txt: 57993.16974o39
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21009,727
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21011,579
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21011,794
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21016,950
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21017,885
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21018,434
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21018,807
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21020,540
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21021,064
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21021,209
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21021,338
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21024,770
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21025,304
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21025,727
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21026,114
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21027,563
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21029,560
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21030,310
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21033,010
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21033,204
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21037,265
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21041,511
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21041,689
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21041,870
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21042,264
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21042,615
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21044,880
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21045,222
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21045,233
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21046,946
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21048,181
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21050,213
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21050,276
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21052,631
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21054,680
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21056,284
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21056,571
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21064,237
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21065,444
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21065,494
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21066,180
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21066,605
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21068,693
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21073,541
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21076,720
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21077,217
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21078,013
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21078,735
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21079,170
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21079,580
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21079,894
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21080,157
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21082,296
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21088,369
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21089,700
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21095,202
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21097,683
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21105,890
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21107,734
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21115,666
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21116,077
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21119,900
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21120,190
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21120,900
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21120,903
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21124,340
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21124,980
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21125,291
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21126,810
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21127,180
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21129,659
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21133,030
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21133,501
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21135,983
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21136,340
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21136,749
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21136,843
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21137,280
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21139,850
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21140,888
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21142,413
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21142,613
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21143,158
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21144,973
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21145,678
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21146,664
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21148,106
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21148,955
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21149,179
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21152,834
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21153,643
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21155,130
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21156,700
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21156,734
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21159,123
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21161,428
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21162,123
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21162,366
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21162,581
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21165,335
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21165,690
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21165,740
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21168,170
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21168,209
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21168,517
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21170,778
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21171,482
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21172,307
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21174,922
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21177,117
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21177,489
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21178,590
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21179,975
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21182,237
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21183,127
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21183,192
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21183,230
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21183,470
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21184,477
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21184,545
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21186,150
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21186,360
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21186,625
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21187,330
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21187,510
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21188,330
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21188,784
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21189,748
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21190,530
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21192,144
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21193,550
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21194,170
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21195,265
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21195,544
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21203,073
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21205,514
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21206,812
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21207,320
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21207,996
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21210,600
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21210,810
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21213,460
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21213,738
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21214,354
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21214,983
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21216,851
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21221,530
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21221,601
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21224,423
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21224,520
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21225,780
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21226,045
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21228,072
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21228,360
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21229,696
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21231,650
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21232,937
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21234,100
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21234,211
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21238,099
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21238,840
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21241,663
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21242,612
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21244,780
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21244,990
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21245,060
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21248,020
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21250,190
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21250,700
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21250,804
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21251,173
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21251,298
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21251,390
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21251,980
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21255,460
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21256,090
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21259,130
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21259,504
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21262,233
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21262,391
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21263,508
CENTRAL_ELEM: Central element for sensor [<N/A>]: 21264,960
